frequency_hz,t_0.000000,t_0.031250,t_0.062500,t_0.093750,t_0.125000,t_0.156250,t_0.187500,t_0.218750,t_0.250000,t_0.281250,t_0.312500,t_0.343750,t_0.375000,t_0.406250,t_0.437500,t_0.468750,t_0.500000,t_0.531250,t_0.562500,t_0.593750,t_0.625000,t_0.656250,t_0.687500,t_0.718750,t_0.750000,t_0.781250,t_0.812500,t_0.843750,t_0.875000,t_0.906250,t_0.937500,t_0.968750,t_1.000000,t_1.031250,t_1.062500,t_1.093750,t_1.125000,t_1.156250,t_1.187500,t_1.218750,t_1.250000,t_1.281250,t_1.312500,t_1.343750,t_1.375000,t_1.406250,t_1.437500,t_1.468750,t_1.500000,t_1.531250,t_1.562500,t_1.593750,t_1.625000,t_1.656250,t_1.687500,t_1.718750,t_1.750000,t_1.781250,t_1.812500,t_1.843750,t_1.875000,t_1.906250,t_1.937500,t_1.968750,t_2.000000,t_2.031250,t_2.062500,t_2.093750,t_2.125000,t_2.156250,t_2.187500,t_2.218750,t_2.250000,t_2.281250,t_2.312500,t_2.343750,t_2.375000,t_2.406250,t_2.437500,t_2.468750,t_2.500000,t_2.531250,t_2.562500,t_2.593750,t_2.625000,t_2.656250,t_2.687500,t_2.718750,t_2.750000,t_2.781250,t_2.812500,t_2.843750,t_2.875000
1296.00,-90.020269,-93.958985,-86.235462,-92.721151,-83.262565,-98.854896,-81.941752,-85.430425,-82.795998,-82.184225,-84.183408,-81.604460,-84.132043,-80.820930,-85.268334,-79.099396,-87.999493,-77.231386,-89.966024,-75.556190,-91.155244,-74.031086,-83.086254,-72.649074,-77.774596,-71.605053,-74.720717,-71.073602,-71.309699,-70.794988,-67.989722,-70.650437,-65.120751,-70.889580,-62.503490,-71.249653,-59.969517,-69.920520,-57.440420,-65.781258,-54.860497,-60.145125,-52.150396,-54.587956,-49.171271,-49.005231,-45.682892,-43.082025,-41.234687,-36.426479,-34.929099,-28.253150,-25.235173,-16.718881,-9.199865,3.777648,20.292731,38.068990,49.156264,48.330736,35.814079,17.823740,1.437663,-9.838647,-18.688533,-24.813682,-29.661946,-34.901794,-36.758219,-42.952451,-42.002427,-49.975235,-46.284086,-56.138099,-50.031580,-60.667892,-53.478447,-62.956675,-56.772376,-63.826861,-60.025960,-64.549918,-63.350937,-65.331641,-66.874534,-66.204060,-70.730347,-67.314068,-75.159135,-68.612483,-80.479221,-70.033353,-85.480998
1304.00,-90.221030,-94.121758,-86.426857,-92.907447,-83.449615,-99.213964,-82.130406,-85.634085,-82.993052,-82.389157,-84.391399,-81.830743,-84.345759,-81.073646,-85.484517,-79.364448,-88.222126,-77.502886,-90.242735,-75.834941,-91.608723,-74.317591,-83.433249,-72.943874,-78.102512,-71.912509,-75.080728,-71.402380,-71.684737,-71.149982,-68.375103,-71.035207,-65.528231,-71.320668,-62.942662,-71.770607,-60.447994,-70.569748,-57.967161,-66.498632,-55.448361,-60.882825,-52.818725,-55.386848,-49.950363,-49.908872,-46.624793,-44.144116,-42.436868,-37.743818,-36.569644,-30.025387,-27.641967,-19.472398,-13.236672,-1.617874,13.055506,31.167045,46.038516,49.996835,42.040827,25.177024,7.499284,-5.631570,-15.587673,-22.411067,-27.762108,-33.212645,-35.414026,-41.617600,-40.960338,-48.838695,-45.427465,-55.131011,-49.300001,-59.808300,-52.837061,-62.266697,-56.199185,-63.265252,-59.505839,-64.059379,-62.872060,-64.890783,-66.426385,-65.803456,-70.303947,-66.941875,-74.742657,-68.261971,-80.051344,-69.701941,-85.057405
1312.00,-90.420357,-94.283032,-86.616842,-93.092140,-83.635285,-99.572498,-82.317641,-85.836092,-83.188499,-82.592400,-84.597454,-82.055086,-84.557486,-81.324292,-85.698423,-79.627286,-88.441535,-77.771939,-90.515079,-76.110969,-92.061774,-74.601048,-83.776676,-73.235239,-78.426422,-72.216068,-75.436599,-71.726665,-72.055125,-71.499675,-68.755004,-71.413512,-65.929313,-71.743271,-63.374327,-72.279769,-60.917515,-71.205831,-58.482978,-67.201720,-56.022521,-61.602217,-53.469222,-56.162625,-50.705034,-50.782099,-47.530881,-45.163024,-43.582346,-38.993672,-38.113840,-31.675538,-29.865002,-21.945566,-16.816006,-6.267184,6.367533,23.785423,40.989886,49.850583,46.759590,32.485722,14.286642,-0.773277,-12.089280,-19.764962,-25.701955,-31.408496,-33.989010,-40.215661,-39.870650,-47.658156,-44.539525,-54.092997,-48.546134,-58.924002,-52.178897,-61.557066,-55.612821,-62.689189,-58.975029,-63.558294,-62.384297,-64.441643,-65.970732,-65.395944,-69.871072,-66.563888,-74.320466,-67.906571,-79.618476,-69.366325,-84.628176
1320.00,-90.618271,-94.442833,-86.805437,-93.275254,-83.819596,-99.930434,-82.503480,-86.036472,-83.382366,-82.793984,-84.801603,-82.277525,-84.767261,-81.572907,-85.910099,-79.887953,-88.657801,-78.038593,-90.783146,-76.384331,-92.514584,-74.881521,-84.116613,-73.523250,-78.746428,-72.515826,-75.788437,-72.046578,-72.420994,-71.844223,-69.129584,-71.785564,-66.324200,-72.157696,-63.798739,-72.777531,-61.378414,-71.829205,-58.988322,-67.891173,-56.583614,-62.304212,-54.102833,-56.916607,-51.436793,-51.626954,-48.403777,-46.142206,-44.676026,-40.182722,-39.571709,-33.219365,-31.929782,-24.187710,-20.023793,-10.276655,0.398906,16.456422,34.565702,47.783801,49.480681,39.215332,21.596789,4.829700,-8.100660,-16.825102,-23.453534,-29.473081,-32.472861,-38.739677,-38.728694,-46.430039,-43.617804,-53.021985,-47.768522,-58.013728,-51.503018,-60.826818,-55.012641,-62.097986,-58.433068,-63.046200,-61.887300,-63.983897,-65.507302,-64.981290,-69.431502,-66.179929,-73.892381,-67.546140,-79.180447,-69.026390,-84.193222
1328.00,-90.814790,-94.601185,-86.992661,-93.456813,-84.002569,-100.287695,-82.687946,-86.235253,-83.574680,-82.993936,-85.003880,-82.498091,-84.975122,-81.819525,-86.119592,-80.146488,-88.871002,-78.302896,-91.047029,-76.655080,-92.967341,-75.159075,-84.453136,-73.807981,-79.062621,-72.811879,-76.136351,-72.362235,-72.782472,-72.183773,-69.498999,-72.151564,-66.713081,-72.564231,-64.216140,-73.264269,-61.831006,-72.440279,-59.483615,-68.567606,-57.132231,-62.989656,-54.720429,-57.650012,-52.147017,-52.445284,-49.245826,-47.084721,-45.722221,-41.316718,-40.951791,-34.669835,-33.856792,-26.237086,-22.927568,-13.762619,-4.833495,9.591832,27.360334,43.611407,50.114851,44.754586,29.056936,11.196320,-3.512202,-13.526727,-20.981478,-27.386529,-30.853226,-37.181559,-37.529080,-45.150313,-42.659533,-51.915687,-46.965559,-57.076089,-50.808401,-60.074923,-54.397950,-61.490906,-57.879457,-62.522600,-61.380698,-63.517204,-65.035805,-64.559250,-68.985000,-65.789810,-73.458200,-67.180527,-78.737089,-68.682010,-83.752440
1336.00,-91.009932,-94.758111,-87.178536,-93.636842,-84.184225,-100.644187,-82.871061,-86.432459,-83.765468,-83.192286,-85.204314,-82.716815,-85.181102,-82.064180,-86.326948,-80.402929,-89.081213,-78.564890,-91.306814,-76.923268,-93.420240,-75.433772,-84.786316,-74.089510,-79.375093,-73.104316,-76.480441,-72.673748,-73.139678,-72.518466,-69.863393,-72.511703,-67.096139,-72.963155,-64.626761,-73.740339,-62.275586,-73.039438,-59.969254,-69.231597,-57.668923,-63.659340,-55.322817,-58.363955,-52.836961,-53.238764,-50.059138,-47.993295,-46.724744,-42.400638,-42.261434,-36.037724,-35.662710,-28.123672,-25.579535,-16.826900,-9.405792,3.441955,19.924158,37.735468,49.049259,48.473534,36.163832,18.206657,1.785513,-9.787265,-18.240500,-25.124256,-29.115157,-35.531827,-36.265544,-43.814412,-41.661584,-50.771568,-46.135465,-56.109565,-50.093933,-59.300273,-53.768000,-60.867162,-57.313667,-61.986967,-60.864099,-63.041202,-64.555936,-64.129562,-68.531323,-65.393334,-73.017721,-66.809575,-78.288226,-68.333061,-83.305734
1344.00,-91.203716,-94.913635,-87.363080,-93.815364,-84.364584,-100.999800,-83.052846,-86.628115,-83.954753,-83.389061,-85.402935,-82.933730,-85.385238,-82.306905,-86.532209,-80.657316,-89.288508,-78.824620,-91.562591,-77.188946,-93.873477,-75.705670,-85.116224,-74.367906,-79.683932,-73.393225,-76.820806,-72.981224,-73.492729,-72.848438,-70.222908,-72.866163,-67.473547,-73.354729,-65.030819,-74.206088,-62.712438,-73.627047,-60.445612,-69.883688,-58.194205,-64.313998,-55.910741,-59.059470,-53.507772,-54.008920,-50.845615,-48.870362,-47.686978,-43.438821,-43.507002,-37.332075,-37.361290,-29.871241,-28.020114,-19.551074,-13.425164,-1.914829,12.720797,30.789535,45.820918,50.027989,42.332100,25.572688,7.858024,-5.505795,-15.172130,-22.655444,-27.240366,-33.779272,-34.930757,-42.417136,-40.620408,-49.586806,-45.276264,-55.112491,-49.358398,-58.501678,-53.121982,-60.225911,-56.735129,-61.438736,-60.337081,-62.555506,-64.067372,-63.691953,-68.070208,-64.990291,-72.570731,-66.433120,-77.833671,-67.979407,-82.852979
1352.00,-91.396159,-95.067779,-87.546312,-93.992401,-84.543665,-101.354407,-83.233322,-86.822247,-84.142561,-83.584288,-85.599774,-83.148865,-85.587561,-82.547734,-86.735419,-80.909683,-89.492959,-79.082128,-91.814444,-77.452163,-94.327259,-75.974829,-85.442927,-74.643239,-79.989222,-73.678691,-77.157541,-73.284766,-73.841736,-73.173819,-70.577679,-73.215121,-67.845471,-73.739205,-65.428521,-74.661845,-63.141827,-74.203447,-60.913043,-70.524393,-58.708559,-64.954318,-56.484893,-59.737508,-54.160502,-54.757142,-51.606979,-49.718107,-48.611938,-44.435068,-44.694050,-38.560541,-38.964010,-31.498885,-30.280910,-21.998417,-16.993812,-6.528065,6.079158,23.387954,40.680418,49.797363,46.954647,32.861593,14.659679,-0.572121,-11.700961,-19.940954,-25.206213,-31.910504,-33.516071,-40.952522,-39.531953,-48.358249,-44.385755,-54.083034,-48.600458,-57.677857,-52.459021,-59.566245,-56.143232,-60.877304,-59.799198,-62.059706,-63.569769,-63.246132,-67.601386,-64.580466,-72.117005,-66.050989,-77.373230,-67.620910,-82.394067
1360.00,-91.587278,-95.220565,-87.728250,-94.167975,-84.721487,-101.707864,-83.412510,-87.014878,-84.328915,-83.777991,-85.794859,-83.362249,-85.788105,-82.786697,-86.936618,-81.160068,-89.694634,-79.337454,-92.062457,-77.712966,-94.781791,-76.241303,-85.766488,-74.915578,-80.291045,-73.960795,-77.490737,-73.584474,-74.186806,-73.494731,-70.927834,-73.558741,-68.212071,-74.116823,-65.820068,-75.107926,-63.564005,-74.768963,-61.371876,-71.154196,-59.212437,-65.580944,-57.045915,-60.398952,-54.796118,-55.484703,-52.344792,-50.538496,-49.502324,-45.392728,-45.827454,-39.729650,-40.480548,-33.022119,-32.386956,-24.217695,-20.196461,-10.506487,0.160361,16.060831,34.200773,47.613891,49.559822,39.538207,21.978380,5.103230,-7.731917,-16.930556,-22.984321,-29.909350,-32.011196,-39.413686,-38.391569,-47.082358,-43.461469,-53.019170,-47.818646,-56.827424,-51.778164,-58.887190,-55.537321,-60.302026,-59.249975,-61.553368,-63.062766,-62.791792,-67.124566,-64.163626,-71.656301,-65.663005,-76.906708,-67.257427,-81.928863
1368.00,-91.777091,-95.372015,-87.908913,-94.342109,-84.898070,-102.060004,-83.590429,-87.206031,-84.513840,-83.970198,-85.988217,-83.573911,-85.986901,-83.023826,-87.135847,-81.408505,-89.893603,-79.590640,-92.306714,-77.971401,-95.237294,-76.505148,-86.086967,-75.184986,-80.589480,-74.239615,-77.820481,-73.880443,-74.528043,-73.811296,-71.273497,-73.897183,-68.573498,-74.487809,-66.205647,-75.544636,-63.979214,-75.323901,-61.822427,-71.773555,-59.706262,-66.194476,-57.594405,-61.044620,-55.415512,-56.192769,-53.060476,-51.333306,-50.360561,-46.314764,-46.911520,-40.845014,-41.919149,-34.453693,-34.358346,-26.246702,-23.099655,-13.966575,-5.024716,9.214904,26.977490,43.342814,50.103640,44.995017,29.432342,11.532076,-3.153130,-13.559515,-20.538668,-27.756039,-30.403775,-37.792621,-37.193883,-45.755142,-42.500635,-51.918659,-47.011343,-55.948880,-51.078378,-58.187697,-54.916687,-59.712208,-58.688900,-61.036028,-62.545976,-62.328608,-66.639445,-63.739531,-71.188381,-65.268977,-76.433883,-66.888807,-81.457237
1376.00,-91.965614,-95.522151,-88.088318,-94.514824,-85.073430,-102.410639,-83.767100,-87.395729,-84.697358,-84.160933,-86.179877,-83.783880,-86.183980,-83.259150,-87.333144,-81.655027,-90.089928,-79.841723,-92.547296,-78.227514,-95.693991,-76.766416,-86.404425,-75.451526,-80.884602,-74.515228,-78.146859,-74.172765,-74.865545,-74.123627,-71.614787,-74.230601,-68.929897,-74.852382,-66.585438,-75.972267,-64.387682,-75.868551,-62.264991,-72.382902,-60.190432,-66.795481,-58.130919,-61.675272,-56.019507,-56.882412,-53.755330,-52.104146,-51.188834,-47.203813,-47.950071,-41.911487,-43.286898,-35.804194,-36.211431,-28.115034,-25.754857,-17.009429,-9.554580,3.092431,19.555531,37.399427,48.935858,48.610025,36.510313,18.585180,2.145691,-9.745345,-17.823004,-25.426083,-28.678811,-36.079932,-35.932646,-44.372077,-41.500119,-50.779014,-46.176753,-55.040594,-50.358531,-57.466634,-54.280568,-59.107108,-58.115429,-60.507191,-62.018988,-61.856235,-66.145701,-63.307925,-70.712972,-64.868707,-75.954547,-66.514890,-80.979046
1384.00,-92.152863,-95.670994,-88.266483,-94.686140,-85.247586,-102.759560,-83.942542,-87.583994,-84.879492,-84.350220,-86.369864,-83.992183,-86.379372,-83.492698,-87.528547,-81.899669,-90.283675,-80.090741,-92.784280,-78.481348,-96.152117,-77.025158,-86.718917,-75.715260,-81.176486,-74.787707,-78.469951,-74.461529,-75.199408,-74.431834,-71.951818,-74.559138,-69.281408,-75.210750,-66.959614,-76.391101,-64.789624,-76.403189,-62.699850,-72.982649,-60.665323,-67.384487,-58.655978,-62.291616,-56.608864,-57.554618,-54.430541,-52.852480,-51.989118,-48.062228,-48.946515,-42.933296,-44.589934,-37.082499,-37.959673,-29.846153,-28.201951,-19.715749,-13.536412,-2.236227,12.390628,30.412552,45.598402,50.054625,42.618695,25.965887,8.227731,-5.387537,-14.777495,-22.888739,-26.817906,-34.264494,-34.600538,-42.927999,-40.456363,-49.597459,-45.312887,-54.100793,-49.617391,-56.722778,-53.628138,-58.485926,-57.528976,-59.966330,-61.481367,-61.374308,-65.642994,-62.868539,-70.229807,-64.461990,-75.468459,-66.135515,-80.494132
1392.00,-92.338855,-95.818562,-88.443425,-94.856078,-85.420556,-103.106525,-84.116772,-87.770848,-85.060263,-84.538083,-86.558205,-84.198845,-86.573105,-83.724501,-87.722092,-82.142462,-90.474903,-80.337731,-93.017748,-78.732945,-96.611915,-77.281423,-87.030499,-75.976246,-81.465203,-75.057122,-78.789837,-74.746820,-75.529724,-74.736024,-72.284701,-74.882936,-69.628165,-75.563111,-67.328339,-76.801408,-65.185249,-76.928076,-63.127268,-73.573184,-61.131286,-67.961993,-59.170068,-62.894311,-57.184288,-58.210299,-55.087197,-53.579641,-52.763206,-48.892118,-49.903904,-43.914144,-45.833612,-38.296115,-39.614290,-31.458894,-30.472160,-22.148035,-17.071491,-6.825531,5.802439,22.992708,40.367620,49.738797,47.144468,33.235846,15.040870,-0.377328,-11.324918,-20.104903,-24.798216,-32.332998,-33.188908,-41.416983,-39.365306,-48.370885,-44.417520,-53.127534,-48.853601,-55.954807,-52.958504,-57.847799,-56.928914,-59.412878,-60.932648,-60.882436,-65.130963,-62.421088,-69.738592,-64.048606,-74.975385,-65.750509,-80.002342
1400.00,-92.523606,-95.964878,-88.619161,-95.024658,-85.592357,-103.451274,-84.289809,-87.956312,-85.239692,-84.724544,-86.744926,-84.403895,-86.765210,-83.954584,-87.913816,-82.383437,-90.663674,-80.582729,-93.247775,-78.982346,-97.073636,-77.535260,-87.339221,-76.234542,-81.750823,-75.323543,-79.106592,-75.028722,-75.856581,-75.036296,-72.613539,-75.202128,-69.970295,-75.909654,-67.691770,-77.203449,-65.574752,-77.443459,-63.547499,-74.154878,-61.588655,-68.528469,-59.673646,-63.483972,-57.746435,-58.850298,-55.726302,-54.286848,-53.512726,-49.695383,-50.824983,-44.857288,-47.022643,-39.451443,-41.184724,-32.968559,-32.590243,-24.354440,-20.243518,-10.785702,-0.056687,15.666556,33.832806,47.438288,49.633067,39.858543,22.364243,5.371130,-7.368025,-17.024304,-22.591024,-30.269341,-31.687452,-39.832177,-38.222281,-47.095796,-43.488166,-52.118690,-48.065671,-55.161285,-52.270694,-57.191800,-56.314567,-58.846229,-60.372334,-60.380205,-64.609227,-61.965272,-69.239022,-63.628327,-74.475067,-65.359691,-79.503503
1408.00,-92.707131,-96.109959,-88.793706,-95.191899,-85.763005,-103.793516,-84.461672,-88.140408,-85.417800,-84.909627,-86.930050,-84.607356,-86.955712,-84.182976,-88.103751,-82.622625,-90.850045,-80.825768,-93.474435,-79.229592,-97.537550,-77.786715,-87.645134,-76.490203,-82.033410,-75.587035,-79.420290,-75.307313,-76.180065,-75.332751,-72.938435,-75.516842,-70.307921,-76.250562,-68.050059,-77.597474,-65.958320,-77.949575,-63.960782,-74.728081,-62.037744,-69.084356,-60.167140,-64.061174,-58.295915,-59.475394,-56.348776,-54.975218,-54.239163,-50.473735,-51.712228,-45.765612,-48.161187,-40.553984,-42.678998,-34.387718,-34.576101,-26.372287,-23.118195,-14.232723,-5.181822,8.835105,26.591862,43.069110,50.088263,45.230435,29.807915,11.862905,-2.792958,-13.582081,-20.159772,-28.053796,-30.083770,-38.165601,-37.021898,-45.768240,-42.522025,-51.071918,-47.251956,-54.340651,-51.563650,-56.516922,-55.685207,-58.265735,-59.799894,-59.867174,-64.077379,-61.500771,-68.730775,-63.200910,-73.967241,-64.962873,-78.997432
1416.00,-92.889444,-96.253826,-88.967077,-95.357821,-85.932517,-104.132928,-84.632378,-88.323155,-85.594609,-85.093353,-87.113604,-84.809254,-87.144640,-84.409702,-88.291934,-82.860056,-91.034071,-81.066884,-93.697802,-79.474721,-98.003934,-78.035833,-87.948286,-76.743282,-82.313031,-75.847663,-79.731002,-75.582670,-76.500258,-75.625481,-73.259486,-75.827201,-70.641163,-76.586008,-68.403348,-77.983726,-66.336135,-78.446650,-64.367344,-75.293127,-62.478851,-69.630071,-60.650950,-64.626456,-58.833297,-60.086312,-56.955472,-55.645776,-54.943876,-51.228728,-52.567879,-46.641680,-49.252946,-41.608494,-44.103988,-35.726811,-36.445941,-28.230814,-25.746360,-17.266556,-9.653990,2.732566,19.185560,37.060718,48.816039,48.740148,36.853672,18.959734,2.511095,-9.695582,-17.457405,-25.661887,-28.362792,-36.407876,-35.757882,-44.383725,-41.515934,-49.984627,-46.410636,-53.491207,-50.836219,-55.822078,-55.040049,-57.670696,-59.214760,-59.342873,-63.534988,-61.027249,-68.213509,-62.766103,-73.451630,-64.559858,-78.483942
1424.00,-93.070563,-96.396497,-89.139290,-95.522443,-86.100909,-104.469162,-84.801943,-88.504573,-85.770137,-85.275744,-87.295609,-85.009613,-87.332019,-84.634789,-88.478394,-83.095759,-91.215810,-81.306109,-93.917950,-79.717770,-98.473083,-78.282659,-88.248721,-76.993832,-82.589748,-76.105489,-80.038796,-75.854869,-76.817239,-75.914576,-73.576787,-76.133323,-70.970132,-76.916158,-68.751777,-78.362438,-66.708365,-78.934896,-64.767401,-75.850337,-62.912256,-70.166009,-61.125456,-65.180323,-59.359110,-60.683726,-57.547177,-56.299467,-55.628108,-51.961773,-53.393970,-47.487780,-50.301228,-42.619114,-45.465635,-36.994588,-38.213122,-29.953213,-28.167457,-19.966776,-13.580628,-2.578078,12.062423,30.036179,45.370958,50.076862,42.900445,26.356263,8.604560,-5.264354,-14.422933,-23.062816,-26.505991,-34.547880,-34.422875,-42.937118,-40.466303,-48.853943,-45.539685,-52.611095,-50.087139,-55.106086,-54.378242,-57.060359,-58.616324,-58.806796,-62.981594,-60.544346,-67.686862,-62.323637,-72.927941,-64.150438,-77.962826
1432.00,-93.250500,-96.537990,-89.310361,-95.685783,-86.268196,-104.801834,-84.970384,-88.684683,-85.944404,-85.456822,-87.476091,-85.208458,-87.517877,-84.858262,-88.663165,-83.329761,-91.395311,-81.543474,-94.134948,-79.958777,-98.945308,-78.527235,-88.546483,-77.241903,-82.863622,-76.360573,-80.343738,-76.123980,-77.131085,-76.200126,-73.890427,-76.435322,-71.294939,-77.241172,-69.095477,-78.733835,-67.075175,-79.414521,-65.161160,-76.400011,-63.338226,-70.692539,-61.591012,-65.723248,-59.873850,-61.268262,-58.124623,-56.937162,-56.293000,-52.674156,-54.192356,-48.305962,-51.309003,-43.589467,-46.769107,-38.198449,-39.888787,-31.558109,-30.412405,-22.394989,-17.062381,-7.155261,5.533148,22.600559,40.051748,49.674726,47.328937,33.608014,15.428668,-0.180611,-10.977585,-20.217334,-24.490316,-32.572288,-33.008180,-41.422516,-39.369028,-47.676658,-44.636847,-51.698284,-49.315023,-54.367664,-53.698866,-56.433913,-58.003931,-58.258407,-62.416710,-60.051684,-67.150453,-61.873229,-72.395860,-63.734396,-77.433875
1440.00,-93.429270,-96.678324,-89.480304,-95.847858,-86.434395,-105.130534,-85.137718,-88.863502,-86.117429,-85.636605,-87.655071,-85.405811,-87.702235,-85.080146,-88.846277,-83.562091,-91.572628,-81.779012,-94.348865,-80.197777,-99.420935,-78.769603,-88.841617,-77.487544,-83.134712,-76.612973,-80.645893,-76.390072,-77.441871,-76.482212,-74.200496,-76.733306,-71.615687,-77.561200,-69.434576,-79.098133,-67.436721,-79.885719,-65.548818,-76.942440,-63.757013,-71.210015,-62.047955,-66.255676,-60.377983,-61.840507,-58.688486,-57.559666,-56.939605,-53.367053,-54.964726,-49.098073,-52.278950,-44.522748,-48.018931,-39.344704,-41.482320,-33.060645,-32.505755,-24.598686,-20.182189,-11.109813,-0.258639,15.275683,33.462113,47.257129,49.700558,40.176165,22.754166,5.638351,-7.022299,-17.074896,-22.286731,-30.464949,-31.503425,-39.833083,-38.219397,-46.449181,-43.699592,-50.750540,-48.518347,-53.605413,-53.000917,-55.790481,-57.376878,-57.697127,-61.839811,-59.548856,-66.603875,-61.414580,-71.855070,-63.311501,-76.896859
1448.00,-93.606888,-96.817515,-89.649133,-96.008687,-86.599519,-105.454817,-85.303961,-89.041050,-86.289231,-85.815115,-87.832571,-85.601694,-87.885122,-85.300465,-89.027760,-83.792776,-91.747810,-82.012752,-94.559772,-80.434806,-99.900316,-79.009803,-89.134159,-77.730803,-83.403074,-76.862745,-80.945323,-76.653214,-77.749666,-76.760918,-74.507075,-77.027380,-71.932480,-77.876393,-69.769196,-79.455543,-67.793152,-80.348679,-65.930560,-77.477901,-64.168859,-71.718770,-62.496601,-66.778027,-60.871944,-62.401005,-59.239399,-58.167725,-57.568891,-54.041540,-55.712629,-49.865780,-53.213495,-45.421778,-49.219094,-40.438775,-43.001700,-34.473266,-34.467269,-26.614718,-23.005136,-14.556576,-5.314123,8.455965,26.203284,42.790368,50.068645,45.460881,30.183936,12.191280,-2.441713,-13.570208,-19.858198,-28.206051,-29.896120,-38.160838,-37.011962,-45.167463,-42.725076,-49.765405,-47.695429,-52.817805,-52.283308,-55.129113,-56.734407,-57.122337,-61.250340,-59.035433,-66.046701,-60.947375,-71.305227,-62.881516,-76.351535
1456.00,-93.783368,-96.955582,-89.816865,-96.168287,-86.763585,-105.774212,-85.469129,-89.217345,-86.459828,-85.992372,-88.008614,-85.796132,-88.066558,-85.519241,-89.207644,-84.021841,-91.920906,-82.244725,-94.767732,-80.669896,-100.383818,-79.247873,-89.424150,-77.971725,-83.668763,-77.109946,-81.242087,-76.913469,-78.054543,-77.036320,-74.810247,-77.317645,-72.245413,-78.186885,-70.099454,-79.806266,-68.144611,-80.803582,-66.306566,-78.006658,-64.573990,-72.219119,-62.937250,-67.290694,-61.356142,-62.950269,-59.777948,-58.762031,-58.181754,-54.698606,-56.437484,-50.610591,-54.114842,-46.289068,-50.373131,-41.485351,-44.453768,-35.806312,-36.313063,-28.471996,-25.581629,-17.593947,-9.717180,2.367401,18.813051,36.719171,48.689802,48.863866,37.194082,19.331117,2.874865,-9.620075,-17.156958,-25.770966,-28.171067,-36.396393,-35.740381,-43.826918,-41.710083,-48.740160,-46.844404,-52.003169,-51.544848,-54.448778,-56.075699,-56.533371,-60.647700,-58.510953,-65.478472,-60.471279,-70.745969,-62.444185,-75.797660
1464.00,-93.958722,-97.092540,-89.983513,-96.326675,-86.926606,-106.088217,-85.633236,-89.392406,-86.629237,-86.168393,-88.183221,-85.989143,-88.246569,-85.736500,-89.385956,-84.249313,-92.091962,-82.474959,-94.972811,-80.903081,-100.871843,-79.483854,-89.711627,-78.210357,-83.931836,-77.354626,-81.536245,-77.170901,-78.356565,-77.308495,-75.110091,-77.604198,-72.554580,-78.492816,-70.425463,-80.150496,-68.491237,-81.250599,-66.677006,-78.528962,-64.972623,-72.711362,-63.370186,-67.794049,-61.830961,-63.488778,-60.304682,-59.343229,-58.779022,-55.339163,-57.140596,-51.333881,-54.985001,-47.126861,-51.484189,-42.488513,-45.844437,-37.068456,-38.056442,-30.193487,-27.950837,-20.300124,-13.575921,-2.933887,11.733408,29.660359,45.138564,50.094804,43.177219,26.743674,8.984417,-5.123646,-14.121040,-23.128665,-26.309565,-34.528592,-34.397216,-42.422317,-40.650960,-47.671788,-45.963200,-51.159671,-50.784234,-53.748357,-55.399870,-55.929509,-60.031251,-57.974928,-64.898702,-59.985937,-70.176918,-61.999242,-75.234952
1472.00,-94.132966,-97.228408,-90.149091,-96.483868,-87.088596,-106.396307,-85.796297,-89.566248,-86.797476,-86.343199,-88.356413,-86.180752,-88.425177,-85.952261,-89.562725,-84.475216,-92.261025,-82.703481,-95.175076,-81.134393,-101.364809,-79.717780,-89.996623,-78.446740,-84.192341,-77.596839,-81.827851,-77.425570,-78.655799,-77.577515,-75.406681,-77.887131,-72.860072,-78.794312,-70.747330,-80.488423,-68.833161,-81.689899,-67.042044,-79.045057,-65.364965,-73.195783,-63.795676,-68.288443,-62.296763,-64.016982,-60.820114,-59.911916,-59.361464,-55.964050,-57.823167,-52.036899,-55.825812,-47.937164,-52.555084,-43.451838,-47.178851,-38.267033,-39.708518,-31.797663,-30.143513,-22.735667,-16.990766,-7.509479,5.266282,22.212183,39.733037,49.604992,47.507930,33.977678,15.821131,0.026373,-10.670395,-20.239538,-24.288320,-32.544049,-32.973671,-40.947658,-39.543536,-46.556927,-45.049507,-50.285292,-50.000037,-53.026630,-54.705959,-55.309980,-59.400305,-57.426831,-64.306875,-59.490971,-69.597672,-61.546404,-74.663136
1480.00,-94.306111,-97.363200,-90.313613,-96.639881,-87.249570,-106.697935,-85.958329,-89.738890,-86.964562,-86.516808,-88.528210,-86.370977,-88.602403,-86.166549,-89.737977,-84.699575,-92.428138,-82.930321,-95.374583,-81.363864,-101.863172,-79.949690,-90.279173,-78.680918,-84.450330,-77.836633,-82.116959,-77.677535,-78.952307,-77.843452,-75.700091,-78.166535,-73.161975,-79.091497,-71.065160,-80.820229,-69.170508,-82.121641,-67.401835,-79.555172,-65.751212,-73.672652,-64.213975,-68.774209,-62.753890,-64.535302,-61.324722,-60.468653,-59.929794,-56.574044,-58.486307,-52.720789,-56.638961,-48.721788,-53.588348,-44.378473,-48.461513,-39.408305,-41.278661,-33.299559,-32.184123,-24.947331,-20.044262,-11.470046,-0.453576,14.890267,33.089074,47.070542,49.762448,40.490859,23.147627,5.909988,-6.704564,-17.052516,-22.077956,-30.426518,-31.459256,-39.396000,-38.383019,-45.391815,-44.100735,-49.377806,-49.190685,-52.282262,-53.992925,-54.673944,-58.754125,-56.866100,-63.702440,-58.985983,-69.007805,-61.085374,-74.081906
